sku,store_view_code,attribute_set_code,product_type,categories,product_websites,name,description,short_description,weight,product_online,tax_class_name,visibility,price,special_price,special_price_from_date,special_price_to_date,url_key,meta_title,meta_keywords,meta_description,base_image,base_image_label,small_image,small_image_label,thumbnail_image,thumbnail_image_label,swatch_image,swatch_image_label,created_at,updated_at,new_from_date,new_to_date,display_product_options_in,map_price,msrp_price,map_enabled,gift_message_available,custom_design,custom_design_from,custom_design_to,custom_layout_update,page_layout,product_options_container,msrp_display_actual_price_type,country_of_manufacture,additional_attributes,qty,out_of_stock_qty,use_config_min_qty,is_qty_decimal,allow_backorders,use_config_backorders,min_cart_qty,use_config_min_sale_qty,max_cart_qty,use_config_max_sale_qty,is_in_stock,notify_on_stock_below,use_config_notify_stock_qty,manage_stock,use_config_manage_stock,use_config_qty_increments,qty_increments,use_config_enable_qty_inc,enable_qty_increments,is_decimal_divided,website_id,related_skus,related_position,crosssell_skus,crosssell_position,upsell_skus,upsell_position,additional_images,additional_image_labels,hide_from_product_page,custom_options,bundle_price_type,bundle_sku_type,bundle_price_view,bundle_weight_type,bundle_values,bundle_shipment_type,associated_skus,downloadable_links,downloadable_samples,configurable_variations,configurable_variation_labels
OPQ,,Default,configurable,"Default Category/Women,Default Category/Women/ACCESSORIES,Default Category,Default Category/Men,Default Category/Men/ACCESSORIES",base,"Product name goes here","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen
",,0.000000,1,"Taxable Goods","Catalog, Search",,,,,marco-lightweight-active-hoodie21,"Product name goes here","Product name goes here","Product name goes here Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in ",/g/r/group_4bag_1.png,,/g/r/group_4bag_1.png,,/g/r/group_4bag_1.png,,no_selection,,"9/3/20, 8:52 AM","9/4/20, 8:14 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=no_selection,material=Clothing|Accessories|Bags|Shirts|Watches,ox_custom=No,ox_featured=No,type=Shirts",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,"IKM,GHK,IOP,UIO,SKM2,LYU,DFG,XLMO,LPO,SKM","1,2,3,4,5,6,7,8,9,10",,,,,"/g/r/group_4bag_1.png,/g/r/group_4bag_3.png",",",,,,,,,,,,,,"sku=OPQ-black-1,color=black|sku=OPQ-purple-1,color=purple",color=COLOUR
XYZ-ABC2,,Default,configurable,"Default Category,Default Category/Men,Default Category/Men/ACCESSORIES",base,"Product name goes here","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen",,2.000000,1,"Taxable Goods","Catalog, Search",,,,,marco-lightweight-active-hoodie11,"Marco lightweight active hoodie","Marco lightweight active hoodie","Marco lightweight active hoodie ",/b/l/blue-hoddie.jpg,,/b/l/blue-hoddie.jpg,,/b/l/blue-hoddie.jpg,,,,"9/3/20, 9:19 AM","9/4/20, 6:26 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=/b/l/blue-hoddie.jpg,material=Clothing,ox_custom=No,ox_featured=No,type=Watches",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/b/l/blue-hoddie.jpg,/l/i/light_blue.jpg",",",,,,,,,,,,,,"sku=Marco lightweight active hoodie-red2,color=light blue|sku=Marco lightweight active hoodie-blue2,color=blue",color=COLOUR
"Marco lightweight active hoodie-blue2",,Default,simple,"Default Category,Default Category/Men,Default Category/Men/ACCESSORIES",base,"Marco lightweight active hoodie-blue2",,,2.000000,1,"Taxable Goods","Not Visible Individually",243.000000,,,,marco-lightweight-active-hoodie12,"Marco lightweight active hoodie","Marco lightweight active hoodie","Marco lightweight active hoodie ",/b/l/blue-hoddie_1.jpg,,/b/l/blue-hoddie_1.jpg,,/b/l/blue-hoddie_1.jpg,,/b/l/blue-hoddie_1.jpg,,"9/3/20, 9:19 AM","9/4/20, 7:29 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",,"color=blue,material=Clothing,ox_custom=No,ox_featured=No,type=Bags",23.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/b/l/blue-hoddie_1.jpg,,,,,,,,,,,,,,
"Marco lightweight active hoodie-red2",,Default,simple,"Default Category,Default Category/Men,Default Category/Men/ACCESSORIES",base,"Marco lightweight active hoodie-red2","<p>Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen</p>",,2.000000,1,"Taxable Goods","Not Visible Individually",78.000000,,,,marco-lightweight-active-hoodie13,"Marco lightweight active hoodie","Marco lightweight active hoodie","Marco lightweight active hoodie ",/l/i/light_blue_1.jpg,,/l/i/light_blue_1.jpg,,/l/i/light_blue_1.jpg,,/l/i/light_blue_1.jpg,,"9/3/20, 9:19 AM","9/3/20, 9:19 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",,"color=light blue,ox_custom=No,ox_featured=No",23.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/l/i/light_blue_1.jpg,,,,,,,,,,,,,,
SKM2-Red2,,Default,simple,"Default Category,Default Category/Men,Default Category/Men/ACCESSORIES",base,"Product name goes here-Red",,,1.000000,1,"Taxable Goods","Not Visible Individually",45.000000,,,,marco-lightweight-active-hoodie14,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4_dress_2__2.png,,/g/r/group_4_dress_2__2.png,,/g/r/group_4_dress_2__2.png,,/g/r/group_4_dress_2__2.png,,"9/3/20, 9:19 AM","9/3/20, 10:01 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",,"color=Red,img_hover=/g/r/group_4_dress_2__2.png,ox_custom=No,ox_featured=No",23.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/r/e/red_2.png,/g/r/group_4_dress_2__2.png",",",,,,,,,,,,,,,
SKM2-black2,,Default,simple,"Default Category,Default Category/Men,Default Category/Men/ACCESSORIES",base,"Product name goes here-black",,,1.000000,1,"Taxable Goods","Not Visible Individually",56.000000,,,,marco-lightweight-active-hoodie15,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4_dress_2__1.png,,/g/r/group_4_dress_2__1.png,,/g/r/group_4_dress_2__1.png,,/g/r/group_4_dress_2__1.png,,"9/3/20, 9:19 AM","9/3/20, 10:01 AM",,,"Block after Info Column",,,,No,,,,,,,"Use config",,"color=black,ox_custom=No,ox_featured=No",23.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,/g/r/group_4_dress_2__1.png,,,,,,,,,,,,,,
SKM2,,Default,configurable,"Default Category,Default Category/Men,Default Category/Men/ACCESSORIES,Default Category/Women,Default Category/Islamic,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Men/BAGS,Default Category/Men/CLOTHING",base,"Product name goes here","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen
",,1.000000,1,"Taxable Goods","Catalog, Search",,,,,marco-lightweight-active-hoodie16,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4_dress_2_.png,,/g/r/group_4_dress_2_.png,,/g/r/group_4_dress_2_.png,,no_selection,,"9/3/20, 9:19 AM","9/4/20, 6:27 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=no_selection,material=Clothing|Accessories|Bags|Shirts|Watches,ox_custom=No,ox_featured=No,type=Shirts",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/g/r/group_4_dress_2_.png,/g/r/group_4_dress_2__3.png",",",,,,,,,,,,,,"sku=SKM2-black2,color=black|sku=SKM2-Red2,color=Red",color=COLOUR
IKM-black,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-black",,,1.000000,1,"Taxable Goods","Not Visible Individually",34.000000,,,,product-name-goes-here-black,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4_shoes_1__2_1.png,,/g/r/group_4_shoes_1__2_1.png,,/g/r/group_4_shoes_1__2_1.png,,/g/r/group_4_shoes_1__2_1.png,,"9/4/20, 3:15 AM","9/4/20, 3:15 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=black,ox_custom=No,ox_featured=No",34.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/g/r/group_4_shoes_1__2_1.png,/g/r/group_4_shoes_3__1_1.png",",",,,,,,,,,,,,,
IKM-blue,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-blue",,,1.000000,1,"Taxable Goods","Not Visible Individually",34.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4_shoes_1__2_2.png,,/g/r/group_4_shoes_1__2_2.png,,/g/r/group_4_shoes_1__2_2.png,,/g/r/group_4_shoes_1__2_2.png,,"9/4/20, 3:15 AM","9/4/20, 3:15 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",34.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/g/r/group_4_shoes_1__2_2.png,/g/r/group_4_shoes_3__1_2.png",",",,,,,,,,,,,,,
IKM-blue-1,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-blue",,,1.000000,1,"Taxable Goods","Not Visible Individually",34.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:16 AM","9/4/20, 3:16 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",45.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
IKM-black-1,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-black",,,1.000000,1,"Taxable Goods","Not Visible Individually",34.000000,,,,product-name-goes-here-black,"Product name goes here","Product name goes here","Product name goes here ",,,,,,,,,"9/4/20, 3:16 AM","9/4/20, 3:16 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=black,ox_custom=No,ox_featured=No",45.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
IKM,,Default,configurable,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen",,1.000000,1,"Taxable Goods","Catalog, Search",,,,,qwe,"Product name goes here","Product name goes here","Product name goes here ",/g/r/group_4_shoes_1__1.png,,/g/r/group_4_shoes_1__1.png,,/g/r/group_4_shoes_1__1.png,,/g/r/group_4_shoes_1__1.png,,"9/4/20, 3:16 AM","9/4/20, 9:56 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=/g/r/group_4_shoes_1__1.png,material=Accessories|Bags|Shirts|Watches,ox_custom=No,ox_featured=No,type=Bags",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,"XYZ-ABC,GHK,SKM,XLMO,DFG,IOP,LYU,OPQ,XYZ-ABC2,SKM2,UIO","1,2,3,4,5,6,7,8,9,10,11",,,,,"/g/r/group_4_shoes_1__1.png,/g/r/group_4_shoes_3_.png",",",,,,,,,,,,,,"sku=IKM-blue-1,color=blue|sku=IKM-black-1,color=black",color=COLOUR
DFG-blue,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-blue","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen",,1.000000,1,"Taxable Goods","Not Visible Individually",56.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in ",,,,,,,,,"9/4/20, 3:19 AM","9/4/20, 3:19 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",34.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
"DFG-light blue",,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-light blue","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen",,1.000000,1,"Taxable Goods","Not Visible Individually",56.000000,,,,product-name-goes-here-light-blue,"Product name goes here","Product name goes here","Product name goes here Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in ",,,,,,,,,"9/4/20, 3:19 AM","9/4/20, 3:19 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=light blue,ox_custom=No,ox_featured=No",34.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
DFG-blue-1,,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-blue","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen",,1.000000,1,"Taxable Goods","Not Visible Individually",45.000000,,,,product-name-goes-here-blue,"Product name goes here","Product name goes here","Product name goes here Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in ",,,,,,,,,"9/4/20, 3:20 AM","9/4/20, 3:20 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=blue,ox_custom=No,ox_featured=No",34.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
"DFG-light blue-1",,Default,simple,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here-light blue","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen",,1.000000,1,"Taxable Goods","Not Visible Individually",45.000000,,,,product-name-goes-here-light-blue,"Product name goes here","Product name goes here","Product name goes here Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in ",,,,,,,,,"9/4/20, 3:20 AM","9/4/20, 3:20 AM",,,"Block after Info Column",,,,No,,,,,,,,,"color=light blue,ox_custom=No,ox_featured=No",34.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,,,,,,,,,,,,,,,
DFG,,Default,configurable,"Default Category,Default Category/Men,Default Category/Women,Default Category/Islamic,Default Category/Stationary,Default Category/Kids,Default Category/Men/SHOES,Default Category/Men/SHIRTS,Default Category/Women/ACCESSORIES,Default Category/Women/BAGS,Default Category/Women/NEW ARRIVALS,Default Category/Women/CLOTHING,Default Category/Women/SALE,Default Category/Women/SHOES,Default Category/Men/ACCESSORIES,Default Category/Men/BAGS,Default Category/Men/CLOTHING,Default Category/Kids/ACCESSORIES,Default Category/Kids/CLOTHING,Default Category/Kids/SALE,Default Category/Kids/NEW ARRIVALS",base,"Product name goes here","Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in tellus rhoncus suscipit. Suspendisse varius pulvinar enim, sit amet sodales ipsum cursus quis. Curabitur fermentum eros et placerat sagittis. Sed malesuada tincidunt velit, ut suscipit augue molestie eu. Proin dignissim dui lacus, eu cursus tellus faucibus eu. Sed nec mi nisi. Nam ac condimentum purus. Interdum et malesuada fames ac ante ipsum primis in faucibus. Quisque porta nisi sed porttitor rhoncus. Quisque eleifend sapien euismod nunc malesuada, ac pellen",,1.000000,1,"Taxable Goods","Catalog, Search",,,,,dfg,"Product name goes here","Product name goes here","Product name goes here Lorem ipsum dolor sit amet, consectetur adipiscing elit. Donec vel efficitur dui. Etiam vehicula ipsum diam, quis mattis nibh mattis sit amet. Vestibulum nec dolor scelerisque, iaculis risus a, ultricies neque. In tincidunt diam in ",/g/r/group_4.png,,/g/r/group_4.png,,/g/r/group_4.png,,/g/r/group_4.png,,"9/4/20, 3:20 AM","9/4/20, 3:21 AM",,,"Block after Info Column",,,,"Use config",,,,,,,"Use config",,"img_hover=/g/r/group_4.png,ox_custom=No,ox_featured=No",0.0000,0.0000,1,0,0,1,1.0000,1,10000.0000,1,1,1.0000,1,1,1,1,1.0000,1,0,0,0,,,,,,,"/g/r/group_4.png,/g/r/group_4_shoes_3__1.png",",",,,,,,,,,,,,"sku=DFG-light blue-1,color=light blue|sku=DFG-blue-1,color=blue",color=COLOUR
